PC1,PC2,PC3,PC4,PC5,label
-2.173134715709877,-0.050474432865599494,0.8948150426496185,0.8545536558328629,-5.718612798682872,clean
-2.19225952473498,-2.171330021735152,1.7175190610532356,2.1700068231831073,-4.071886461471683,clean
-1.654756191226593,1.6160457678058209,0.35633353677939983,1.5088903182478512,-3.2257114890867262,clean
-0.4574927698901542,-3.7970058279251613,-2.647093250195395,-2.9525565522073913,-2.6251960374492844,clean
-1.6260388115419173,0.9904753229896397,-0.0601090933951996,0.4625033188946521,-3.848143152233011,clean
-1.4918725944567823,4.605268346941366,1.0470152834934299,2.7029356429122484,-2.620682659104625,clean
-1.8966039696728252,2.348447554802523,0.267696325226429,0.8005287677202246,-3.0088433105859536,clean
-0.8102214847696168,-2.229665930195294,-1.1363328801061245,-3.843846145614886,-2.0314077496354135,clean
1.8049532861783513,-3.1985642098746028,-0.8383129216726048,-2.098810807520017,-2.0333646058054047,clean
-1.9656883290978477,3.050265692596798,-0.46370083719299565,0.4530910418323121,0.13312418773060758,clean
0.7815680886728683,1.300044655975596,-0.1957339636185679,-1.2920644992227273,-0.7516645686597896,clean
-1.8804651872481064,-3.3434215466022876,0.5043833342165345,-1.9393320507902572,0.1297748395026289,clean
-0.8170976797301692,1.0686670335577255,1.0646241620499735,1.8675770904726539,-2.8659914855688005,clean
0.2321911623761878,4.649094601430533,0.034607461332061724,0.8897297624354212,-0.08877059274922008,clean
-1.6342126006023492,-3.0045847460931636,-1.1541528084081052,-3.7114619137902043,-0.6042226205090715,clean
-0.2760145307138063,0.9846954482827988,4.308935102534773,3.4971013692697945,0.19660642177553564,clean
-1.4478962361587115,4.475623534369965,-1.0173610811235265,0.3254785150497599,0.5798128176232339,clean
-1.4887330970281034,-2.430145431663474,1.623344820726763,1.630305808649182,-1.7572830582706498,clean
-1.7793502610774161,0.9457846371585685,-1.6197162014293724,-1.4666478645145014,0.7369776880813469,clean
-0.53072333965135,2.102438785842502,0.05482885721899677,1.2792079486730297,1.4453715683263864,clean
-1.8983569414004036,1.7004129266754988,0.45740771489953813,1.3499602394592634,0.3129913732439905,dirty
-2.3942215672262375,-5.86629740677738,-0.40365554908668033,-2.1561342854948538,-3.3263284110299245,dirty
-1.3716787236014785,4.174640201568901,-1.9217646978213978,-0.4262715159882463,-1.765191616412322,dirty
-1.3508352495355973,4.432227098554614,1.776950758589763,3.012469876480549,-2.1122720736010567,dirty
2.342685183390208,2.1674838126461378,-3.286933620096782,-0.7285911821248281,1.4657189504122292,dirty
0.8808385916636091,3.2976753061984527,-2.6660875660450705,0.043182432195457233,-1.4284727908323331,dirty
-0.9681270609719914,7.858029724173467,-4.131442389865739,-2.9983846959029647,-2.603365866707576,dirty
-1.373925310170257,0.8001873186701856,-0.9722842073082159,0.1753326074511387,2.6391705261156844,dirty
2.0242628984350404,1.2430119483992776,-2.547047656008931,-0.7247618612512817,-0.778198207580668,dirty
-0.650702019412359,1.4061298230214578,3.470415281630203,5.166476068170975,-1.2982677014599908,dirty
2.727102261322708,-0.7910618877860323,4.074689223875926,4.181764054380773,0.7648576563270297,dirty
-1.6068036197398163,0.6338241380198435,-0.15777217430710572,0.10203228810091061,1.1598065325692493,dirty
-1.1958442641165041,-1.3197032221330496,0.22859877342758037,0.6991560599049462,1.9759869269310995,dirty
1.3404271295805896,0.8087945770926248,-0.4549753985258879,-4.222095878561371,-1.5374119905342833,dirty
-2.1245169650438425,-2.0558173759312175,-1.4430921143380846,-7.4831201249447545,-0.5319674328307937,dirty
4.4275417309515746,-1.297879880184999,-5.157599703474069,0.7073957735176785,2.5198581508987052,dirty
-0.7759870581313238,3.780279926676974,-0.006873025107518974,1.5736364072124056,-0.7326582932289974,dirty
0.008614342986562,1.9326066684081549,0.2555818993878778,1.8849072786209897,-1.9311654460368608,dirty
-1.9593269236652824,0.4692007243379731,-0.0031001410099067597,0.024713369250143925,0.9011086787886258,dirty
-1.907440450843697,0.8719021776855868,2.3119822154315246,3.9218231944175783,-2.0707813417524834,dirty
-2.3074030788933673,-2.3840398959830753,-0.3575403596758413,-1.5270479558849401,-1.7447387209640157,unknown
